1,37,73,120,282,298,4884
1,37,73,120,282,298,793
1,37,73,120,176,2808,3110
1,37,73,120,176,1279,1385
1,37,73,120,176,301,1279
1,37,73,120,176,301,345
1,37,73,120,176,234,1485
1,37,73,120,176,234,1153
1,37,73,120,176,234,456
1,37,73,120,176,234,282
1,37,73,120,176,224,2476
1,37,73,120,176,224,2475
1,37,73,120,176,224,1279
1,37,73,120,176,224,1212
1,37,73,120,176,224,1211
1,37,73,120,176,224,1202
1,37,73,120,176,224,1083
1,37,73,120,176,224,544
1,37,73,120,176,224,446
1,37,73,120,176,224,282
1,37,73,120,176,224,264
1,37,73,120,170,1279,1385
1,37,73,120,170,455,4311
1,37,73,120,170,455,4226
1,37,73,120,170,455,1280
1,37,73,120,170,455,547
1,37,73,120,170,224,3130
1,37,73,120,170,224,2953
1,37,73,120,170,224,2875
1,37,73,120,170,224,2778
1,37,73,120,170,224,2777
1,37,73,120,170,224,2771
1,37,73,120,170,224,2677
1,37,73,120,170,224,2475
1,37,73,120,170,224,2470
1,37,73,120,170,224,2469
1,37,73,120,170,224,1723
1,37,73,120,170,224,1652
1,37,73,120,170,224,1391
1,37,73,120,170,224,1390
1,37,73,120,170,224,1384
1,37,73,120,170,224,1290
1,37,73,120,170,224,1289
1,37,73,120,170,224,1279
1,37,73,120,170,224,1211
1,37,73,120,170,224,1089
1,37,73,120,170,224,1088
1,37,73,120,170,224,301
1,37,73,120,170,224,270
1,37,73,120,170,214,1201
1,37,73,120,170,214,1082
1,37,73,120,170,214,547
1,37,73,120,170,214,455
1,37,73,120,170,214,409
1,37,73,120,170,214,345
1,37,73,120,170,214,301
1,37,73,120,170,214,295
1,37,73,120,170,214,270
1,37,73,120,170,214,264
1,37,73,77,188,635,4306
1,37,73,77,188,635,1217
1,37,73,77,188,635,1213
1,37,73,77,188,340,1153
1,37,73,77,188,340,994
1,37,73,77,142,640,1071
1,37,73,77,142,640,669
1,37,73,77,142,635,4305
1,37,73,77,142,635,1208
1,37,73,77,142,635,1207
1,37,73,77,142,635,1203
1,37,73,77,142,633,4182
1,37,73,77,142,340,944
1,37,73,77,142,338,4205
1,37,73,77,142,338,1928
1,37,73,77,142,338,1153
1,37,73,77,142,338,809
1,37,73,77,142,304,1479
1,37,73,77,142,304,1140
1,37,73,77,142,304,1095
1,37,73,77,142,304,716
1,37,73,77,142,304,457
1,37,73,77,142,304,358
1,37,73,77,142,296,4313
1,37,73,77,142,296,4204
1,37,73,77,142,296,4202
1,37,73,77,142,296,4201
1,37,73,77,142,296,2086
1,37,73,77,142,296,1096
1,37,73,77,142,296,1076
1,37,73,77,142,296,1071
1,37,73,77,142,296,809
1,37,73,77,142,296,652
1,37,73,77,142,296,551
1,37,73,77,142,285,4817
1,37,73,77,142,285,2516
1,37,73,77,142,285,2476
1,37,73,77,142,285,1432
1,37,73,77,142,285,1089
1,37,73,77,142,285,653
1,37,73,77,142,285,633
1,37,73,77,142,285,550
1,37,73,77,142,285,457
1,37,73,77,142,285,406
1,37,73,77,142,283,1486
1,37,73,77,142,283,1480
1,37,73,77,142,283,1285
1,37,73,77,142,283,1046
1,37,73,77,142,283,1006
1,37,73,77,142,283,901
1,37,73,77,142,283,760
1,37,73,77,142,283,673
1,37,73,77,142,283,551
1,37,73,77,142,283,298
1,37,73,77,142,282,4838
1,37,73,77,142,282,1046
1,37,73,77,142,282,706
1,37,73,77,142,282,673
1,37,73,77,142,282,652
1,37,73,77,142,282,649
1,37,73,77,142,282,648
1,37,73,77,142,282,545
1,37,73,77,142,282,296
1,37,73,77,142,237,1724
1,37,73,77,142,237,1208
1,37,73,77,142,237,1076
1,37,73,77,142,237,1051
1,37,73,77,142,237,1001
1,37,73,77,142,237,990
1,37,73,77,142,237,722
1,37,73,77,142,237,551
1,37,73,77,142,193,4839
1,37,73,77,142,193,701
1,37,73,77,142,193,639
1,37,73,77,142,193,635
1,37,73,77,142,193,589
1,37,73,77,142,193,296
1,37,73,77,142,193,237
1,37,73,77,120,1084,2858
1,37,73,77,120,1084,2514
1,37,73,77,120,1084,1137
1,37,73,77,120,1084,1090
1,37,73,77,120,1078,1137
1,37,73,77,120,1078,1127
1,37,73,77,120,619,1178
1,37,73,77,120,591,4720
1,37,73,77,120,591,1234
1,37,73,77,120,591,1201
1,37,73,77,120,591,1163
1,37,73,77,120,591,1078
1,37,73,77,120,591,986
1,37,73,77,120,591,978
1,37,73,77,120,591,718
1,37,73,77,120,591,633
1,37,73,77,120,588,2318
1,37,73,77,120,588,1584
1,37,73,77,120,588,1137
1,37,73,77,120,588,944
1,37,73,77,120,564,1581
1,37,73,77,120,564,1529
1,37,73,77,120,564,1526
1,37,73,77,120,564,992
1,37,73,77,120,564,978
1,37,73,77,120,564,972
1,37,73,77,120,454,5179
1,37,73,77,120,454,5164
1,37,73,77,120,454,5122
1,37,73,77,120,454,4842
1,37,73,77,120,454,4834
1,37,73,77,120,454,4747
1,37,73,77,120,454,4691
1,37,73,77,120,454,4227
1,37,73,77,120,454,4184
1,37,73,77,120,454,2465
1,37,73,77,120,454,2285
1,37,73,77,120,454,1488
1,37,73,77,120,454,1432
1,37,73,77,120,454,1148
1,37,73,77,120,454,1127
1,37,73,77,120,454,986
1,37,73,77,120,454,901
